PlanName,fy,ActLiabilities_GASB,InvestmentReturnAssumption_GASB,InvestmentReturn_1yr
"Connecticut Municipal",2013,2267216.000,0.08000,0.09600
"Connecticut Municipal",2014,2500839.500,0.08000,0.13580
"Connecticut Municipal",2015,2654388.000,0.08000,0.02570
"Connecticut Municipal",2016,2840325.500,0.08000,0.01150
"Connecticut Municipal",2017,2983261.000,0.08000,0.13050
"Connecticut Municipal",2018,3622500.000,0.07000,0.06140
"Connecticut Municipal",2019,3780831.500,0.06000,0.06230
"Connecticut Municipal",2020,3861600.500,0.07000,0.02030
"Louisiana Municipal Police",2001,1261057.000,,
"Louisiana Municipal Police",2002,1384606.000,,
"Louisiana Municipal Police",2003,1455791.000,,0.03840
"Louisiana Municipal Police",2004,1561739.000,0.07000,0.12870
"Louisiana Municipal Police",2005,1552332.000,0.07500,0.09340
"Louisiana Municipal Police",2006,1651056.000,0.07500,0.08720
"Louisiana Municipal Police",2007,1719536.400,0.07500,0.16460
"Louisiana Municipal Police",2008,1841235.000,0.07500,-0.07630
"Louisiana Municipal Police",2009,1988394.400,0.07500,-0.24240
"Louisiana Municipal Police",2010,2083809.400,0.07500,0.12370
"Louisiana Municipal Police",2011,2215674.300,0.07500,0.23500
"Louisiana Municipal Police",2012,2313751.800,0.07500,-0.02100
"Louisiana Municipal Police",2013,2399375.800,0.07500,0.10810
"Louisiana Municipal Police",2014,2512627.800,0.07500,0.17900
"Louisiana Municipal Police",2015,2676472.800,0.07500,0.01100
"Louisiana Municipal Police",2016,2760140.300,0.07500,-0.02800
"Louisiana Municipal Police",2017,2918064.500,0.07325,0.13300
"Louisiana Municipal Police",2018,3007181.300,0.07325,0.06700
"Louisiana Municipal Police",2019,3132449.500,0.07125,0.03480
"Louisiana Municipal Police",2020,3135811.300,0.06950,0.02200
"Louisiana Parochial Employees",2001,1326740.400,,-0.00480
"Louisiana Parochial Employees",2002,1313900.000,,-0.00580
"Louisiana Parochial Employees",2003,1358628.000,,-0.02373
"Louisiana Parochial Employees",2004,1460244.000,,0.10330
"Louisiana Parochial Employees",2005,1628328.000,,0.06492
"Louisiana Parochial Employees",2006,1808517.000,,0.13121
"Louisiana Parochial Employees",2007,2238456.000,0.07500,0.07885
"Louisiana Parochial Employees",2008,2166079.000,0.07500,-0.25500
"Louisiana Parochial Employees",2009,2359943.000,0.07500,0.21755
"Louisiana Parochial Employees",2010,2491082.000,0.07500,0.15236
"Louisiana Parochial Employees",2011,2579913.000,0.07500,-0.00650
"Louisiana Parochial Employees",2012,3035528.300,0.07500,0.15614
"Louisiana Parochial Employees",2013,3217464.800,0.07250,0.18158
"Louisiana Parochial Employees",2014,3382386.500,0.07250,0.04194
"Louisiana Parochial Employees",2015,3584114.300,0.07000,-0.00576
"Louisiana Parochial Employees",2016,3730412.500,0.07000,0.07650
"Louisiana Parochial Employees",2017,3983695.500,0.06750,0.17300
"Louisiana Parochial Employees",2018,4237973.000,0.06500,-0.05670
"Louisiana Parochial Employees",2019,4367324.500,0.06500,0.17700
"Louisiana Parochial Employees",2020,4681468.500,0.06400,0.13482
"Minnesota Police and Fire",2001,3712360.000,0.08500,-0.07100
"Minnesota Police and Fire",2002,3886311.000,0.08500,-0.08000
"Minnesota Police and Fire",2003,4390953.000,0.08500,0.02400
"Minnesota Police and Fire",2004,4692190.000,0.08500,0.16500
"Minnesota Police and Fire",2005,4956340.000,0.08500,0.10700
"Minnesota Police and Fire",2006,5260564.000,0.08500,0.12300
"Minnesota Police and Fire",2007,5669347.000,0.08500,0.18300
"Minnesota Police and Fire",2008,5918061.000,0.08500,-0.05000
"Minnesota Police and Fire",2009,6296274.000,0.08500,-0.18800
"Minnesota Police and Fire",2010,5963672.000,0.08500,0.15200
"Minnesota Police and Fire",2011,6363546.000,0.08500,0.23300
"Minnesota Police and Fire",2012,7403295.000,0.08000,0.02400
"Minnesota Police and Fire",2013,7304032.000,0.08000,0.14200
"Minnesota Police and Fire",2014,8151328.000,0.08000,0.18600
"Minnesota Police and Fire",2015,8460477.000,0.08000,0.04400
"Minnesota Police and Fire",2016,8417621.000,0.08000,-0.00100
"Minnesota Police and Fire",2017,9199208.000,0.08000,0.15100
"Minnesota Police and Fire",2018,9552804.000,0.07500,0.10300
"Minnesota Police and Fire",2019,9909153.000,0.07500,0.07300
"Minnesota Police and Fire",2020,10291567.000,0.07500,0.04200
"Utah Public Safety",2001,1366134.000,0.08000,-0.05000
"Utah Public Safety",2002,1458491.000,0.08000,-0.07500
"Utah Public Safety",2003,1556758.000,0.08000,0.26000
"Utah Public Safety",2004,1726785.000,0.08000,0.13200
"Utah Public Safety",2005,1834452.000,0.08000,0.08960
"Utah Public Safety",2006,1968982.000,0.08000,0.14770
"Utah Public Safety",2007,2247826.000,0.07750,0.07150
"Utah Public Safety",2008,2473667.000,0.07750,-0.22300
"Utah Public Safety",2009,2650675.000,0.07750,0.12880
"Utah Public Safety",2010,2844101.000,0.07500,0.13730
"Utah Public Safety",2011,2948481.000,0.07500,0.02890
"Utah Public Safety",2012,3129084.000,0.07500,0.13100
"Utah Public Safety",2013,3194775.000,0.07500,0.14890
"Utah Public Safety",2014,3351491.000,0.07500,0.07520
"Utah Public Safety",2015,3637739.000,0.07200,0.01920
"Utah Public Safety",2016,3934602.000,0.07200,0.08790
"Utah Public Safety",2017,4126154.000,0.06950,0.13570
"Utah Public Safety",2018,4351245.000,0.06950,-0.00220
"Utah Public Safety",2019,4614804.000,0.06950,0.14450
"Utah Public Safety",2020,4893267.000,0.06850,0.12960
"Alameda County ERS",2001,3140216.000,,-0.03100
"Alameda County ERS",2002,3559613.000,,-0.06800
"Alameda County ERS",2003,3890043.000,0.08000,0.26700
"Alameda County ERS",2004,4336123.000,0.07800,0.12300
"Alameda County ERS",2005,4548213.000,0.07900,0.08800
"Alameda County ERS",2006,4825157.000,0.08000,0.14400
"Alameda County ERS",2007,5112403.000,0.08000,0.08800
"Alameda County ERS",2008,5537919.000,0.08000,-0.30300
"Alameda County ERS",2009,5899331.000,0.07900,0.26600
"Alameda County ERS",2010,6162740.000,0.07900,0.14600
"Alameda County ERS",2011,6359483.000,0.07800,-0.00400
"Alameda County ERS",2012,6612929.000,0.07800,0.15000
"Alameda County ERS",2013,6861687.000,0.07800,0.20200
"Alameda County ERS",2014,7592072.000,0.07600,0.04660
"Alameda County ERS",2015,7875020.000,0.07600,0.00370
"Alameda County ERS",2016,8237715.000,0.07600,0.07440
"Alameda County ERS",2017,8987061.000,0.07600,0.19500
"Alameda County ERS",2018,9376397.000,0.07250,-0.04050
"Alameda County ERS",2019,9795019.000,0.07250,0.18690
"Alameda County ERS",2020,10484180.000,0.07000,0.12480
"Kern County ERS",2001,1388984.000,0.08000,-0.05430
"Kern County ERS",2002,1611960.000,0.08000,-0.05970
"Kern County ERS",2003,1899031.000,0.08000,0.06580
"Kern County ERS",2004,2059286.000,0.08000,0.16730
"Kern County ERS",2005,2336406.000,0.08000,0.11090
"Kern County ERS",2006,2861872.000,0.08000,0.11690
"Kern County ERS",2007,3109038.000,0.08000,0.18400
"Kern County ERS",2008,3671460.000,0.07750,-0.06500
"Kern County ERS",2009,4205200.000,0.07750,-0.21870
"Kern County ERS",2010,4457038.000,0.07750,0.13300
"Kern County ERS",2011,4672348.000,0.07750,0.19200
"Kern County ERS",2012,4894990.000,0.07750,0.01000
"Kern County ERS",2013,5108619.000,0.07750,0.10400
"Kern County ERS",2014,5492440.000,0.07500,0.15000
"Kern County ERS",2015,5657173.000,0.07500,0.02300
"Kern County ERS",2016,5813092.000,0.07500,-0.00760
"Kern County ERS",2017,6191433.000,0.07250,0.12000
"Kern County ERS",2018,6398814.000,0.07250,0.06800
"Kern County ERS",2019,6622495.000,0.07250,0.05600
"Kern County ERS",2020,7005589.000,0.07250,0.03000
"Oklahoma Teachers",2001,11591100.000,0.08000,-0.02300
"Oklahoma Teachers",2002,12275900.000,0.08000,-0.05400
"Oklahoma Teachers",2003,11925200.000,0.08000,0.05300
"Oklahoma Teachers",2004,14080100.000,0.08000,0.20600
"Oklahoma Teachers",2005,14052400.000,0.08000,0.10400
"Oklahoma Teachers",2006,15143400.000,0.08000,0.09700
"Oklahoma Teachers",2007,16024400.000,0.08000,0.18500
"Oklahoma Teachers",2008,18346900.000,0.08000,-0.07200
"Oklahoma Teachers",2009,18950900.000,0.08000,-0.15540
"Oklahoma Teachers",2010,19980600.000,0.08000,0.17000
"Oklahoma Teachers",2011,17560800.000,0.08000,0.23500
"Oklahoma Teachers",2012,18588000.000,0.08000,0.01800
"Oklahoma Teachers",2013,18973200.000,0.08000,0.17800
"Oklahoma Teachers",2014,19575552.000,0.08000,0.22400
"Oklahoma Teachers",2015,20692630.000,0.08000,0.03500
"Oklahoma Teachers",2016,22193244.000,0.07500,-0.02000
"Oklahoma Teachers",2017,22054148.000,0.07500,0.15280
"Oklahoma Teachers",2018,22615886.000,0.07500,0.09700
"Oklahoma Teachers",2019,23680202.000,0.07500,0.05200
"Oklahoma Teachers",2020,26409940.000,0.07000,0.00770
"Rhode Island Municipal",2001,758089.750,0.08250,-0.11000
"Rhode Island Municipal",2002,814857.500,0.08250,-0.08400
"Rhode Island Municipal",2003,879589.060,0.08250,0.03900
"Rhode Island Municipal",2004,943536.060,0.08250,0.19500
"Rhode Island Municipal",2005,1017254.400,0.08250,0.12200
"Rhode Island Municipal",2006,1085648.300,0.08250,0.12600
"Rhode Island Municipal",2007,1179223.500,0.08250,0.15840
"Rhode Island Municipal",2008,1266286.900,0.08250,-0.05390
"Rhode Island Municipal",2009,1355652.800,0.08250,-0.19180
"Rhode Island Municipal",2010,1626621.400,0.07500,0.13460
"Rhode Island Municipal",2011,1428879.300,0.07500,0.20400
"Rhode Island Municipal",2012,1500474.400,0.07500,0.01550
"Rhode Island Municipal",2013,1552823.000,0.07500,0.11100
"Rhode Island Municipal",2014,1593790.400,0.07500,0.15120
"Rhode Island Municipal",2015,1678940.100,0.07500,0.02220
"Rhode Island Municipal",2016,1750384.800,0.07500,-0.00270
"Rhode Island Municipal",2017,1914332.600,0.07000,0.11620
"Rhode Island Municipal",2018,1974512.300,0.07000,0.08030
"Rhode Island Municipal",2019,2032977.500,0.07000,0.06540
"Rhode Island Municipal",2020,2126482.000,0.07000,0.08030
"South Carolina Police",2001,2324257.000,0.07250,0.07360
"South Carolina Police",2002,2527876.000,0.07250,0.00850
"South Carolina Police",2003,2744849.000,0.07250,0.08320
"South Carolina Police",2004,2984584.000,0.07250,0.08640
"South Carolina Police",2005,3173930.000,0.07250,0.06630
"South Carolina Police",2006,3466281.000,0.07250,0.05100
"South Carolina Police",2007,3730544.000,0.07250,0.13350
"South Carolina Police",2008,4318955.000,0.08000,-0.02560
"South Carolina Police",2009,4564111.000,0.08000,-0.19040
"South Carolina Police",2010,4850457.000,0.08000,0.14620
"South Carolina Police",2011,5122501.000,0.07500,0.18590
"South Carolina Police",2012,5357492.000,0.07500,0.00610
"South Carolina Police",2013,5663756.000,0.07500,0.09990
"South Carolina Police",2014,5905828.000,0.07500,0.15290
"South Carolina Police",2015,6162095.000,0.07500,0.01600
"South Carolina Police",2016,6567397.000,0.07500,-0.00390
"South Carolina Police",2017,7109612.000,0.07250,0.11880
"South Carolina Police",2018,7378084.000,0.07250,0.07820
"South Carolina Police",2019,7737415.000,0.07250,0.05840
"South Carolina Police",2020,8111938.000,0.07250,-0.01580
"Texas County & District",2001,9023600.000,0.08000,0.02970
"Texas County & District",2002,9898400.000,0.08000,0.01600
"Texas County & District",2003,10813500.000,0.08000,0.20200
"Texas County & District",2004,11825100.000,0.08000,0.12800
"Texas County & District",2005,12872100.000,0.08000,0.07300
"Texas County & District",2006,14035200.000,0.08000,0.14000
"Texas County & District",2007,15364500.000,0.08000,0.08100
"Texas County & District",2008,16767900.000,0.08000,-0.28900
"Texas County & District",2009,18448100.000,0.08000,0.26700
"Texas County & District",2010,19931200.000,0.08000,0.12800
"Texas County & District",2011,21409500.000,0.08000,-0.01000
"Texas County & District",2012,22953000.000,0.08000,0.12600
"Texas County & District",2013,24514800.000,0.08000,0.16400
"Texas County & District",2014,26252800.000,0.08000,0.06800
"Texas County & District",2015,28632500.000,0.08000,-0.00700
"Texas County & District",2016,30473900.000,0.08000,0.07500
"Texas County & District",2017,32539900.000,0.08000,0.14700
"Texas County & District",2018,34541100.000,0.08000,-0.01900
"Texas County & District",2019,36670200.000,0.08000,0.16600
"Texas County & District",2020,41294800.000,0.07500,0.10500
"Texas LECOS",2001,492127.000,0.08000,-0.06910
"Texas LECOS",2002,526205.000,0.08000,-0.07170
"Texas LECOS",2003,597914.000,0.08000,0.09200
"Texas LECOS",2004,621457.000,0.08000,0.11690
"Texas LECOS",2005,677953.000,0.08000,0.12710
"Texas LECOS",2006,708437.000,0.08000,0.08830
"Texas LECOS",2007,762666.000,0.08000,0.13880
"Texas LECOS",2008,842135.000,0.08000,-0.04580
"Texas LECOS",2009,870179.000,0.08000,-0.06600
"Texas LECOS",2010,930747.000,0.08000,0.06650
"Texas LECOS",2011,960953.000,0.08000,0.12580
"Texas LECOS",2012,1015668.000,0.08000,0.08220
"Texas LECOS",2013,1149712.000,0.08000,0.10070
"Texas LECOS",2014,1206769.900,0.08000,0.14700
"Texas LECOS",2015,1262311.400,0.08000,0.00490
"Texas LECOS",2016,1312392.500,0.08000,0.05320
"Texas LECOS",2017,1399877.000,0.07500,0.12150
"Texas LECOS",2018,1452658.000,0.07500,0.09580
"Texas LECOS",2019,1482635.300,0.07500,0.03040
"Texas LECOS",2020,1609587.000,0.07000,0.06850
"Texas Municipal",2001,10866900.000,0.08000,0.08500
"Texas Municipal",2002,11868100.000,0.08000,0.17300
"Texas Municipal",2003,13100100.000,0.07000,0.01700
"Texas Municipal",2004,14036900.000,0.07000,0.12800
"Texas Municipal",2005,15095200.000,0.07000,0.10600
"Texas Municipal",2006,16219700.000,0.07000,0.00800
"Texas Municipal",2007,19278800.000,0.07000,0.07800
"Texas Municipal",2008,20360800.000,0.07000,-0.01300
"Texas Municipal",2009,21525100.000,0.07000,0.10200
"Texas Municipal",2010,20481500.000,0.07000,0.09000
"Texas Municipal",2011,21563300.000,0.07000,0.02400
"Texas Municipal",2012,22683800.000,0.07000,0.10100
"Texas Municipal",2013,25320136.000,0.07000,0.09860
"Texas Municipal",2014,26646876.000,0.07000,0.05990
"Texas Municipal",2015,28378352.000,0.06750,0.00340
"Texas Municipal",2016,29962754.000,0.06750,0.07420
"Texas Municipal",2017,31811126.000,0.06750,0.14270
"Texas Municipal",2018,33731024.000,0.06750,-0.02110
"Texas Municipal",2019,35584488.000,0.06750,0.14960
"Texas Municipal",2020,37535520.000,0.06750,0.07650
"TN Political Subdivisions",2001,3528137.000,0.07500,-0.01570
"TN Political Subdivisions",2002,3725806.000,0.07500,-0.01920
"TN Political Subdivisions",2003,3923475.000,0.07500,0.04900
"TN Political Subdivisions",2004,4186801.000,0.07500,0.09320
"TN Political Subdivisions",2005,4450127.000,0.07500,0.07260
"TN Political Subdivisions",2006,4962873.500,0.07500,0.06940
"TN Political Subdivisions",2007,5475619.500,0.07500,0.13150
"TN Political Subdivisions",2008,5809697.500,0.07500,-0.01210
"TN Political Subdivisions",2009,6143775.500,0.07500,-0.15270
"TN Political Subdivisions",2010,6752741.000,0.07500,0.10240
"TN Political Subdivisions",2011,7361707.000,0.07500,0.19590
"TN Political Subdivisions",2012,7575790.000,0.07500,0.05610
"TN Political Subdivisions",2013,7789873.500,0.07500,0.09920
"TN Political Subdivisions",2014,8142484.000,0.07500,0.16650
"TN Political Subdivisions",2015,8495094.000,0.07500,0.03330
"TN Political Subdivisions",2016,8919093.000,0.07500,0.02790
"TN Political Subdivisions",2017,9656488.000,0.07500,0.11420
"TN Political Subdivisions",2018,10157052.000,0.07250,0.08190
"TN Political Subdivisions",2019,10669764.000,0.07250,0.07540
"TN Political Subdivisions",2020,,0.07250,0.04940
"Utah Noncontributory",2001,10433753.000,0.08000,-0.05000
"Utah Noncontributory",2002,11372802.000,0.08000,-0.07500
"Utah Noncontributory",2003,11951137.000,0.08000,0.26000
"Utah Noncontributory",2004,12819001.000,0.08000,0.13200
"Utah Noncontributory",2005,13594618.000,0.08000,0.08960
"Utah Noncontributory",2006,14645138.000,0.08000,0.14770
"Utah Noncontributory",2007,16547856.000,0.07750,0.07150
"Utah Noncontributory",2008,17812272.000,0.07750,-0.22300
"Utah Noncontributory",2009,18879476.000,0.07750,0.12880
"Utah Noncontributory",2010,19876212.000,0.07500,0.13730
"Utah Noncontributory",2011,20742874.000,0.07500,0.02890
"Utah Noncontributory",2012,21675140.000,0.07500,0.13100
"Utah Noncontributory",2013,22461528.000,0.07500,0.14890
"Utah Noncontributory",2014,23347432.000,0.07500,0.07520
"Utah Noncontributory",2015,24945530.000,0.07200,0.01920
"Utah Noncontributory",2016,26541852.000,0.06950,0.08790
"Utah Noncontributory",2017,27587524.000,0.06950,0.13570
"Utah Noncontributory",2018,28815264.000,0.06950,-0.00220
"Utah Noncontributory",2019,30222710.000,0.06950,0.14450
"Utah Noncontributory",2020,31995892.000,0.06850,0.12960
"Washington LEOFF Plan 2",2001,1668000.000,0.08000,-0.05960
"Washington LEOFF Plan 2",2002,1937000.000,0.08000,-0.06400
"Washington LEOFF Plan 2",2003,2194000.000,0.08000,0.04150
"Washington LEOFF Plan 2",2004,2521000.000,0.08000,0.16060
"Washington LEOFF Plan 2",2005,2932000.000,0.08000,0.13340
"Washington LEOFF Plan 2",2006,3323000.000,0.08000,0.16690
"Washington LEOFF Plan 2",2007,3386000.000,0.08000,0.21330
"Washington LEOFF Plan 2",2008,3786000.000,0.08000,-0.01240
"Washington LEOFF Plan 2",2009,4349000.000,0.08000,-0.22840
"Washington LEOFF Plan 2",2010,5078000.000,0.08000,0.13220
"Washington LEOFF Plan 2",2011,5576000.000,0.07900,0.21140
"Washington LEOFF Plan 2",2012,6071000.000,0.07500,0.01400
"Washington LEOFF Plan 2",2013,6859000.000,0.07800,0.12360
"Washington LEOFF Plan 2",2014,8069000.000,0.07500,0.17060
"Washington LEOFF Plan 2",2015,8838500.000,0.07500,0.04930
"Washington LEOFF Plan 2",2016,9571000.000,0.07500,0.02650
"Washington LEOFF Plan 2",2017,10160000.000,0.07500,0.13440
"Washington LEOFF Plan 2",2018,11066000.000,0.07500,0.10200
"Washington LEOFF Plan 2",2019,11992000.000,0.07500,0.08360
"Washington LEOFF Plan 2",2020,12905000.000,0.07500,0.03710
"Washington Teachers Plan 2/3",2001,1797000.000,0.08000,-0.05960
"Washington Teachers Plan 2/3",2002,2085000.000,0.08000,-0.06400
"Washington Teachers Plan 2/3",2003,2414000.000,0.08000,0.04150
"Washington Teachers Plan 2/3",2004,2711000.000,0.08000,0.16060
"Washington Teachers Plan 2/3",2005,3280000.000,0.08000,0.13340
"Washington Teachers Plan 2/3",2006,3624000.000,0.08000,0.16690
"Washington Teachers Plan 2/3",2007,4048000.000,0.08000,0.21330
"Washington Teachers Plan 2/3",2008,4529000.000,0.08000,-0.01240
"Washington Teachers Plan 2/3",2009,5213000.000,0.08000,-0.22840
"Washington Teachers Plan 2/3",2010,5708000.000,0.08000,0.13220
"Washington Teachers Plan 2/3",2011,6299000.000,0.07900,0.21140
"Washington Teachers Plan 2/3",2012,6799000.000,0.07900,0.01400
"Washington Teachers Plan 2/3",2013,8016000.000,0.07800,0.12360
"Washington Teachers Plan 2/3",2014,9819100.000,0.07800,0.17060
"Washington Teachers Plan 2/3",2015,10831400.000,0.07700,0.04930
"Washington Teachers Plan 2/3",2016,11983000.000,0.07700,0.02650
"Washington Teachers Plan 2/3",2017,13095000.000,0.07500,0.13440
"Washington Teachers Plan 2/3",2018,14705000.000,0.07500,0.10200
"Washington Teachers Plan 2/3",2019,16883000.000,0.07500,0.08360
"Washington Teachers Plan 2/3",2020,18267000.000,0.07500,0.03710
"West Virginia PERS",2001,3178037.000,0.08000,-0.00300
"West Virginia PERS",2002,3432467.000,0.07500,-0.02900
"West Virginia PERS",2003,3691001.000,0.07500,0.04900
"West Virginia PERS",2004,3870201.000,0.07500,0.15200
"West Virginia PERS",2005,4074385.000,0.07500,0.10700
"West Virginia PERS",2006,4264700.000,0.07500,0.09500
"West Virginia PERS",2007,4426051.000,0.07500,0.17600
"West Virginia PERS",2008,4677027.000,0.07500,-0.06500
"West Virginia PERS",2009,4930158.000,0.07500,-0.15600
"West Virginia PERS",2010,5325830.000,0.07500,0.16000
"West Virginia PERS",2011,5515252.000,0.07500,0.20700
"West Virginia PERS",2012,5735775.000,0.07500,0.01100
"West Virginia PERS",2013,5911263.000,0.07500,0.13100
"West Virginia PERS",2014,6271827.000,0.07500,0.17900
"West Virginia PERS",2015,6412587.000,0.07500,0.03900
"West Virginia PERS",2016,6615406.000,0.07500,-0.00100
"West Virginia PERS",2017,6832513.000,0.07500,0.15800
"West Virginia PERS",2018,7003602.000,0.07500,0.09800
"West Virginia PERS",2019,7237396.000,0.07500,0.06000
"West Virginia PERS",2020,7506535.000,0.07500,0.03300
"West Virginia Teachers",2001,5188826.000,0.08000,-0.00300
"West Virginia Teachers",2002,5709001.000,0.07500,-0.03000
"West Virginia Teachers",2003,6243834.000,0.07500,0.04800
"West Virginia Teachers",2004,6440738.000,0.07500,0.15100
"West Virginia Teachers",2005,6617708.000,0.07500,0.10600
"West Virginia Teachers",2006,6877872.000,0.07500,0.09600
"West Virginia Teachers",2007,7142711.000,0.07500,0.17400
"West Virginia Teachers",2008,8268578.000,0.07500,-0.07700
"West Virginia Teachers",2009,8607869.000,0.07500,-0.16100
"West Virginia Teachers",2010,8904312.000,0.07500,0.15200
"West Virginia Teachers",2011,9445148.000,0.07500,0.20500
"West Virginia Teachers",2012,9712582.000,0.07500,0.01000
"West Virginia Teachers",2013,9930335.000,0.07500,0.13000
"West Virginia Teachers",2014,10098693.000,0.07500,0.17900
"West Virginia Teachers",2015,10310652.000,0.07500,0.04000
"West Virginia Teachers",2016,10604279.000,0.07500,-0.00100
"West Virginia Teachers",2017,10727223.000,0.07500,0.15700
"West Virginia Teachers",2018,10778022.000,0.07500,0.09700
"West Virginia Teachers",2019,10951502.000,0.07500,0.06000
"West Virginia Teachers",2020,11154850.000,0.07500,0.03200
"Wyoming Public Employees",2001,4442033.000,0.08000,-0.04440
"Wyoming Public Employees",2002,4718618.000,0.08000,-0.09290
"Wyoming Public Employees",2003,5077443.000,0.08000,0.21000
"Wyoming Public Employees",2004,4902322.000,0.08000,0.11540
"Wyoming Public Employees",2005,5091763.000,0.08000,0.08220
"Wyoming Public Employees",2006,5468229.000,0.08000,0.12630
"Wyoming Public Employees",2007,6015985.000,0.08000,0.07440
"Wyoming Public Employees",2008,6152122.000,0.08000,-0.29630
"Wyoming Public Employees",2009,6562330.500,0.08000,0.23800
"Wyoming Public Employees",2010,6855643.000,0.08000,0.13500
"Wyoming Public Employees",2011,7037186.500,0.08000,-0.01200
"Wyoming Public Employees",2012,7319204.500,0.08000,0.13700
"Wyoming Public Employees",2013,8045047.000,0.07750,0.13200
"Wyoming Public Employees",2014,8370666.500,0.07750,0.04700
"Wyoming Public Employees",2015,8713354.000,0.07750,-0.00300
"Wyoming Public Employees",2016,9039304.000,0.07750,0.07600
"Wyoming Public Employees",2017,9588653.000,0.07000,0.14200
"Wyoming Public Employees",2018,9869615.000,0.07000,-0.03520
"Wyoming Public Employees",2019,10196046.000,0.07000,0.18720
"Wyoming Public Employees",2020,10469788.000,0.07000,0.11030
"Arizona State Corrections Officers",2001,554386.880,0.09000,-0.17070
"Arizona State Corrections Officers",2002,632237.810,0.09000,-0.14730
"Arizona State Corrections Officers",2003,709298.000,0.09000,0.06150
"Arizona State Corrections Officers",2004,795774.880,0.08750,0.14770
"Arizona State Corrections Officers",2005,906025.060,0.08500,0.09230
"Arizona State Corrections Officers",2006,981207.690,0.08500,0.08170
"Arizona State Corrections Officers",2007,1110801.000,0.08500,0.16770
"Arizona State Corrections Officers",2008,1336662.500,0.08500,-0.07050
"Arizona State Corrections Officers",2009,1515562.600,0.08500,-0.17990
"Arizona State Corrections Officers",2010,1648733.100,0.08500,0.13470
"Arizona State Corrections Officers",2011,1914464.400,0.08250,0.17370
"Arizona State Corrections Officers",2012,2140662.500,0.08000,-0.00790
"Arizona State Corrections Officers",2013,2236693.500,0.07850,0.10640
"Arizona State Corrections Officers",2014,2637545.000,0.07850,0.13280
"Arizona State Corrections Officers",2015,2740236.000,0.07850,0.03680
"Arizona State Corrections Officers",2016,2930678.000,0.07500,0.00630
"Arizona State Corrections Officers",2017,3624380.000,0.07400,0.11850
"Arizona State Corrections Officers",2018,3506083.000,0.07400,0.07070
"Arizona State Corrections Officers",2019,3884070.000,0.07300,0.05450
"Arizona State Corrections Officers",2020,4225067.000,0.07300,0.00900
"Iowa Municipal Fire and Police",2001,1274408.500,0.07500,-0.05260
"Iowa Municipal Fire and Police",2002,1354453.300,0.07500,-0.02640
"Iowa Municipal Fire and Police",2003,1429109.600,0.07500,0.04400
"Iowa Municipal Fire and Police",2004,1511241.500,0.07500,0.18600
"Iowa Municipal Fire and Police",2005,1600631.800,0.07500,0.12300
"Iowa Municipal Fire and Police",2006,1717562.000,0.07500,0.13700
"Iowa Municipal Fire and Police",2007,2010377.000,0.07500,0.18900
"Iowa Municipal Fire and Police",2008,2109111.000,0.07500,-0.02100
"Iowa Municipal Fire and Police",2009,2216645.000,0.07500,-0.21800
"Iowa Municipal Fire and Police",2010,2296382.000,0.07500,0.10700
"Iowa Municipal Fire and Police",2011,2388494.000,0.07500,0.23100
"Iowa Municipal Fire and Police",2012,2493849.000,0.07500,0.00330
"Iowa Municipal Fire and Police",2013,2518229.000,0.07500,0.12840
"Iowa Municipal Fire and Police",2014,2640955.300,0.07500,0.18200
"Iowa Municipal Fire and Police",2015,2769994.800,0.07500,0.03100
"Iowa Municipal Fire and Police",2016,2867807.300,0.07500,0.00220
"Iowa Municipal Fire and Police",2017,3023371.300,0.07500,0.11800
"Iowa Municipal Fire and Police",2018,3145031.500,0.07500,0.07600
"Iowa Municipal Fire and Police",2019,3269051.800,0.07500,0.05320
"Iowa Municipal Fire and Police",2020,3390348.800,0.07500,0.02350
"Louisiana Schools",2001,1472423.000,,-0.01873
"Louisiana Schools",2002,1582071.000,,-0.02372
"Louisiana Schools",2003,1730796.000,0.07500,0.03753
"Louisiana Schools",2004,1820959.000,0.07500,0.12065
"Louisiana Schools",2005,1889445.000,0.07500,0.08191
"Louisiana Schools",2006,1872594.000,0.07500,0.09740
"Louisiana Schools",2007,1947603.000,0.07500,0.15520
"Louisiana Schools",2008,2060242.000,0.07500,-0.04830
"Louisiana Schools",2009,2153360.000,0.07500,-0.16540
"Louisiana Schools",2010,2213362.000,0.07500,0.13290
"Louisiana Schools",2011,2254351.000,0.07500,0.23950
"Louisiana Schools",2012,2278472.000,0.07500,0.02460
"Louisiana Schools",2013,2404014.000,0.07500,0.14110
"Louisiana Schools",2014,2438251.500,0.07500,0.17160
"Louisiana Schools",2015,2485583.300,0.07000,0.03130
"Louisiana Schools",2016,2522157.500,0.07125,-0.00190
"Louisiana Schools",2017,2562633.000,0.07125,0.14370
"Louisiana Schools",2018,2614250.500,0.07063,0.06620
"Louisiana Schools",2019,2640451.300,0.07000,0.05170
"Louisiana Schools",2020,2649075.800,0.07000,0.00270
"Oklahoma Police",2001,1443404.000,0.07500,-0.05300
"Oklahoma Police",2002,1554288.400,0.07500,-0.05100
"Oklahoma Police",2003,1646979.600,0.07500,0.03100
"Oklahoma Police",2004,1727162.600,0.07500,0.15100
"Oklahoma Police",2005,1811572.100,0.07500,0.08800
"Oklahoma Police",2006,1910059.100,0.07500,0.10900
"Oklahoma Police",2007,2035653.500,0.07500,0.17500
"Oklahoma Police",2008,2132175.800,0.07500,-0.02770
