PlanName,fy,CostSharing,CostStructure,PlanType,SocSecCovered,StateAbbrev,ppd_id,ActAssets_GASB,ActLiabilities_GASB,ActFundedRatio_GASB,PercentReqContPaid,InflationAssumption_GASB,InvestmentReturnAssumption_GASB,ActCostMeth_GASB,FundingMeth_GASB,EQTotal_Actl,PETotal_Actl,HFTotal_Actl,COMDTotal_Actl,RETotal_Actl,AltMiscTotal_Actl,TotMembership,actives_tot,ActiveSalary_avg,beneficiaries_tot,BeneficiaryBenefit_avg,ActFundedRatio_GASB67
Ohio PERS,2012,1,"Multiple employer, cost sharing plan",1,0,OH,85,67855000,83878000,0.81,1,0.03,0.08,Entry Age Normal,Level Percent Closed,0.43852,0.10405,0.04816,0,0.10401,0,1001968,333175,36.598,205375,22.349,
Ohio PERS,2013,1,"Multiple employer, cost sharing plan",1,0,OH,85,71404000,86637000,0.82417,1,0.03,0.08,Entry Age Normal,Level Percent Closed,0.42456,0.10936,0.09367,0,0.10272,0,1017430,332420,37.095,212189,23.229,
Ohio PERS,2014,1,"Multiple employer, cost sharing plan",1,0,OH,85,74856000,89277000,0.83847,1,0.03,0.08,Entry Age Normal,Level Percent Closed,0.36371,0.12125,0.15016,0,0.10001,0,1036100,329773,38.372,219660,23.259,0.86533
Ohio PERS,2015,1,"Multiple employer, cost sharing plan",1,0,OH,85,78050000,91823000,0.85001,1,0.03,0.08,Entry Age Normal,Level Percent Closed,0.35126,0.12206,0.14787,0,0.11144,0,1054479,329009,39.362,222582,24.256,0.8119
Ohio PERS,2016,1,"Multiple employer, cost sharing plan",1,0,OH,85,80267000,100154000,0.80144,1,0.025,0.075,Entry Age Normal,Level Percent Closed,0.35558,0.11499,0.14759,0,0.10411,0,1081085,330982,40.624,225664,24.747,0.77383
Ohio PERS,2017,1,"Multiple employer, cost sharing plan",1,0,OH,85,83276000,102639000,0.81135,1,0.025,0.075,Entry Age Normal,Level Percent Closed,0.41159,0.10689,0.14585,0.00999,0.08791,0,1105720,331266,41.497,228660,25.519,0.84848
Ohio PERS,2018,1,"Multiple employer, cost sharing plan",1,0,OH,85,84267000,108685000,0.77533,1,0.025,0.072,Entry Age Normal,Level Percent Closed,0.3668,0.1024,0.1431,0,0.0858,0,1122682,292547,46.393,218795,27.887,0.74903
Ohio PERS,2019,1,"Multiple employer, cost sharing plan",1,0,OH,85,88549000,111348000,0.79525,1,0.025,0.072,Entry Age Normal,Level Percent Closed,0.3901,0.0936,0.1076,0,0.0839,0,1150298,293392,47.605,221107,28.542,0.82436
Ohio PERS,2020,1,"Multiple employer, cost sharing plan",1,0,OH,85,88549000,111348000,0.79525,1,0.025,0.072,Entry Age Normal,Level Percent Closed,0.4241,0.0924,0.0611,0,0.0782,0,1150298,293392,47.605,221107,28.542,
North Dakota Teachers,2001,1,"Multiple employer, cost sharing plan",2,1,ND,82,1414700,1467700,0.964,1,0.03,0.08,Entry Age Normal,Level Dollar Open,0.64,0.04,0,0,0.11,0,16199,10239,33.421,4777,11.935,
North Dakota Teachers,2002,1,"Multiple employer, cost sharing plan",2,1,ND,82,1443500,1575800,0.916,1,0.03,0.08,Entry Age Normal,Level Dollar Open,0.66,0.03,0,0,0.09,0,16208,9931,35.052,5054,13.824,
North Dakota Teachers,2003,1,"Multiple employer, cost sharing plan",2,1,ND,82,1438400,1690300,0.851,1,0.03,0.08,Entry Age Normal,Level Dollar Open,0.67,0.04,0,0,0.09,0,16369,9916,37.105,5177,14.436,
North Dakota Teachers,2004,1,"Multiple employer, cost sharing plan",2,1,ND,82,1445600,1800400,0.803,0.867,0.03,0.08,Entry Age Normal,Level Dollar Open,0.66,0.04,0,0,0.08,0,16545,9826,38.321,5373,15.06,
North Dakota Teachers,2005,1,"Multiple employer, cost sharing plan",2,1,ND,82,1469700,1965200,0.748,0.683,0.03,0.08,Entry Age Normal,Level Percent Open,0.66,0.04,0,0,0.09,0,16764,9801,39.447,5586,15.708,
North Dakota Teachers,2006,1,"Multiple employer, cost sharing plan",2,1,ND,82,1564000,2073900,0.754,0.639,0.03,0.08,Entry Age Normal,Level Percent Open,0.6,0.04,0,0,0.11,0,16887,9585,40.703,5893,16.596,
North Dakota Teachers,2007,1,"Multiple employer, cost sharing plan",2,1,ND,82,1750100,2209300,0.792,0.631,0.03,0.08,Entry Age Normal,Level Percent Open,0.63,0.04,0,0,0.11,0,17115,9599,41.81,6077,17.208,
North Dakota Teachers,2008,1,"Multiple employer, cost sharing plan",2,1,ND,82,1909500,2330600,0.819,0.764,0.03,0.08,Entry Age Normal,Level Percent Open,0.55446,0.05941,0,0,0.11881,0,17337,9561,43.684,6317,17.724,
North Dakota Teachers,2009,1,"Multiple employer, cost sharing plan",2,1,ND,82,1900327.9,2445896.8,0.777,0.893,0.03,0.08,Entry Age Normal,Level Percent Open,0.51,0.06,0,0,0.11,0,17663,9707,45.327,6466,18.168,
North Dakota Teachers,2010,1,"Multiple employer, cost sharing plan",2,1,ND,82,1841960.3,2637165,0.698,0.765,0.03,0.08,Entry Age Normal,Level Percent Open,0.56,0.05,0,0,0.1,0,18051,9907,46.937,6672,18.768,
North Dakota Teachers,2011,1,"Multiple employer, cost sharing plan",2,1,ND,82,1822598.9,2749751.8,0.663,0.684,0.03,0.08,Entry Age Normal,Level Percent Open,0.61,0.04,0,0,0.1,0,18400,10004,48.857,6933,19.272,
North Dakota Teachers,2012,1,"Multiple employer, cost sharing plan",2,1,ND,82,1748080.8,2871870.3,0.609,0.665,0.03,0.08,Entry Age Normal,Level Percent Open,0.5,0.06,0,0.09,0.11,0,18648,10014,50.458,7151,19.968,
North Dakota Teachers,2013,1,"Multiple employer, cost sharing plan",2,1,ND,82,1762321.6,2997139,0.588,1.13179,0.03,0.08,Entry Age Normal,Level Percent Closed,0.52,0.05,0,0.09,0.1,0,19127,10138,51.953,7489,20.666,0.61378
North Dakota Teachers,2014,1,"Multiple employer, cost sharing plan",2,1,ND,82,1940473.5,3138799.8,0.618,1.04775,0.03,0.08,Entry Age Normal,Level Percent Closed,0.53,0.05,0,0.08,0.1,0,19561,10305,54.073,7747,21.398,0.66617
North Dakota Teachers,2015,1,"Multiple employer, cost sharing plan",2,1,ND,82,2125017.5,3449776,0.616,1.10194,0.0275,0.0775,Entry Age Normal,Level Percent Closed,0.53,0.04,0,0.09,0.1,0,20146,10514,56.095,8025,22.108,0.62089
North Dakota Teachers,2016,1,"Multiple employer, cost sharing plan",2,1,ND,82,2229293,3589393.8,0.621,0.97776,0.0275,0.0775,Entry Age Normal,Level Percent Closed,0.54,0.04,0,0.08,0.1,0,20663,10813,57.986,8249,22.698,0.59184
North Dakota Teachers,2017,1,"Multiple employer, cost sharing plan",2,1,ND,82,2379811.3,3734016.8,0.637,0.96445,0.0275,0.0775,Entry Age Normal,Level Percent Closed,0.55,0.03,0,0.08,0.1,0,20975,10874,59.78,8501,23.399,0.63216
North Dakota Teachers,2018,1,"Multiple employer, cost sharing plan",2,1,ND,82,2526058.3,3863515.8,0.654,0.98153,0.0275,0.0775,Entry Age Normal,Level Percent Closed,0.54455,0.0396,0,0.06931,0.09901,0,21247,10881,60.055,8743,24.032,0.65501
North Dakota Teachers,2019,1,"Multiple employer, cost sharing plan",2,1,ND,82,2635557.5,3993424.3,0.66,0.98532,0.0275,0.0775,Entry Age Normal,Level Percent Closed,0.539,0.041,0,0.071,0.107,0,21750,11175,60.893,8918,25.059,0.65512
North Dakota Teachers,2020,1,"Multiple employer, cost sharing plan",2,1,ND,82,2745012.5,4181035.8,0.657,0.993,0.023,0.0725,Entry Age Normal,Level Percent Closed,0.5249,0.05179,0,0.07769,0.10259,0,22098,11347,62.663,9036,25.78,0.63394
New York State Teachers,2001,1,"Multiple employer, cost sharing plan",2,1,NY,78,87295296,69836240,1.25,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.647,0.007,0,0,0.06,0,340473,234350,56.197,106123,28.308,
New York State Teachers,2002,1,"Multiple employer, cost sharing plan",2,1,NY,78,71374400,71661040,0.996,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.603,0.01,0,0,0.068,0,353692,242834,57.308,110858,29.398,
New York State Teachers,2003,1,"Multiple employer, cost sharing plan",2,1,NY,78,71780400,72213680,0.994,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.645,0.015,0,0,0.069,0,365555,247247,58.497,118308,31.034,
New York State Teachers,2004,1,"Multiple employer, cost sharing plan",2,1,NY,78,72044400,72625400,0.992,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.691,0.019,0,0,0.068,0,375761,254515,59.918,121246,32.674,
New York State Teachers,2005,1,"Multiple employer, cost sharing plan",2,1,NY,78,74074304,74973992,0.988,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.703,0.027,0,0,0.076,0,385681,260356,61.543,125325,33.807,
New York State Teachers,2006,1,"Multiple employer, cost sharing plan",2,1,NY,78,78335800,76353000,1.02597,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.686,0.035,0,0,0.081,0,393997,264410,62.549,129587,34.806,
New York State Teachers,2007,1,"Multiple employer, cost sharing plan",2,1,NY,78,82858896,79537200,1.04176,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.677,0.042,0,0,0.09,0,403401,270045,64.651,133356,35.841,
New York State Teachers,2008,1,"Multiple employer, cost sharing plan",2,1,NY,78,88254704,82777504,1.06617,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.606,0.06,0,0,0.105,0,411607,274901,66.488,136706,36.816,
New York State Teachers,2009,1,"Multiple employer, cost sharing plan",2,1,NY,78,88805504,86062000,1.03188,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.561,0.069,0,0,0.093,0,419635,280338,68.737,139297,37.733,
New York State Teachers,2010,1,"Multiple employer, cost sharing plan",2,1,NY,78,88544400,88318800,1.003,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.562,0.08,0,0,0.094,0,427490,285774,71.225,141716,38.494,
New York State Teachers,2011,1,"Multiple employer, cost sharing plan",2,1,NY,78,86892200,89824896,0.967,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.585,0.082,0,0,0.098,0,427278,280435,72.947,146843,39.679,
New York State Teachers,2012,1,"Multiple employer, cost sharing plan",2,1,NY,78,82871400,92250896,0.898,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.572,0.086,0,0,0.11,0,427085,277273,52.803,149812,40.38,
New York State Teachers,2013,1,"Multiple employer, cost sharing plan",2,1,NY,78,82742496,94538800,0.875,1,,0.08,,,0.589,0.083,0,0,0.111,0,426150,273328,53.591,152822,41.046,1.00695
New York State Teachers,2014,1,"Multiple employer, cost sharing plan",2,1,NY,78,90007104,96904496,0.929,0.99282,0.03,0.08,Aggregate Cost,Level Percent,0.594,0.08,0,0,0.105,0,425970,270039,54.701,155931,41.65,1.11482
New York State Teachers,2015,1,"Multiple employer, cost sharing plan",2,1,NY,78,99301800,105401800,0.942,0.99051,0.025,0.075,Aggregate Cost,Level Percent,0.571,0.077,0,0,0.106,0,426173,267715,56.11,158458,42.191,1.10457
New York State Teachers,2016,1,"Multiple employer, cost sharing plan",2,1,NY,78,107039200,109305104,0.979,1,0.025,0.075,Aggregate Cost,Level Percent,0.556,0.076,0,0,0.111,0,427498,266350,57.935,161148,42.704,0.99014
New York State Teachers,2017,1,"Multiple employer, cost sharing plan",2,1,NY,78,113059696,115672496,0.977,1,0.025,0.075,Aggregate Cost,Level Percent,0.564,0.074,0,0,0.101,0,428579,264761,59.853,163818,43.237,1.00663
New York State Teachers,2018,1,"Multiple employer, cost sharing plan",2,1,NY,78,117859504,118861104,0.992,1,0.0225,0.0725,Aggregate Cost,Level Percent,0.569,0.075,0,0,0.1,0,430875,264590,61.563,166285,43.79,1.01531
New York State Teachers,2019,1,"Multiple employer, cost sharing plan",2,1,NY,78,120859504,121049296,0.996,1,0.022,0.071,Aggregate Cost,Level Percent,0.545,0.083,0,0,0.107,0,432720,263517,63.342,169203,44.317,1.02167
New York State Teachers,2020,1,"Multiple employer, cost sharing plan",2,1,NY,78,120859504,121049296,0.996,1,0.022,0.071,Aggregate Cost,Level Percent,0.543,0.086,0,0,0.1,0,432720,263517,63.342,169203,44.317,0.97758
NY State & Local ERS,2001,1,"Multiple employer, cost sharing plan",1,1,NY,83,101020160,84113376,1.201,1,0.035,0.08,Aggregate Cost,Level Percent Open,0.54719,0.0613,0.02563,0,0.04702,0,819043,507037,35.463,270333,10.905,
NY State & Local ERS,2002,1,"Multiple employer, cost sharing plan",1,1,NY,83,105883584,89052640,1.189,1,0.035,0.08,Aggregate Cost,Level Percent Open,0.60121,0.05829,0,0,0.04447,0,838996,512209,36.626,280997,11.502,
NY State & Local ERS,2003,1,"Multiple employer, cost sharing plan",1,1,NY,83,90386464,91576968,0.987,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.53973,0.06691,0,0,0.04965,0,838259,502872,37.721,287341,12.237,
NY State & Local ERS,2004,1,"Multiple employer, cost sharing plan",1,1,NY,83,99631344,99135664,1.005,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.62981,0.06304,0,0,0.04056,0,856626,507241,38.591,301528,13.285,
NY State & Local ERS,2005,1,"Multiple employer, cost sharing plan",1,1,NY,83,105088096,102224000,1.02802,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.63491,0.07109,0,0,0.0389,0,860767,508856,39.733,306531,13.746,
NY State & Local ERS,2006,1,"Multiple employer, cost sharing plan",1,1,NY,83,112209232,107785000,1.04105,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.62839,0.07567,0,0,0.04357,0,871613,513016,40.776,313837,14.287,
NY State & Local ERS,2007,1,"Multiple employer, cost sharing plan",1,1,NY,83,121116224,114525000,1.05755,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.57905,0.07624,0.02985,0,0.04656,0,885249,519203,42.408,321113,14.811,
NY State & Local ERS,2008,1,"Multiple employer, cost sharing plan",1,1,NY,83,128916128,120183000,1.07267,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.54688,0.07734,0.03463,0,0.05631,0,903065,528435,43.106,328726,15.517,
NY State & Local ERS,2009,1,"Multiple employer, cost sharing plan",1,1,NY,83,126437816,125136000,1.0104,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.44296,0.10151,0.0217,0,0.066,0,912721,530023,45.468,336273,16.131,
NY State & Local ERS,2010,1,"Multiple employer, cost sharing plan",1,1,NY,83,125482264,133574000,0.93942,1,0.03,0.08,Aggregate Cost,Level Percent Open,0.55187,0.08937,0.02881,0,0.04709,0,921203,529466,47.164,345106,16.853,
NY State & Local ERS,2011,1,"Multiple employer, cost sharing plan",1,1,NY,83,126394512,140087008,0.90226,1,0.027,0.075,Aggregate Cost,Level Percent Open,0.54348,0.10078,0.03054,0,0.05761,0,913357,513092,47.534,353940,17.719,
NY State & Local ERS,2012,1,"Multiple employer, cost sharing plan",1,1,NY,83,125751000,144170000,0.872,1,0.027,0.075,Aggregate Cost,Level Percent Open,0.52454,0.10286,0.03426,0,0.06752,0,923501,505575,48.046,371468,18.837,
NY State & Local ERS,2013,1,"Multiple employer, cost sharing plan",1,1,NY,83,132138000,149280992,0.995,1,0.027,0.075,Aggregate Cost,Level Percent Open,0.51642,0.09069,0.03808,0,0.0749,0,926456,498266,48.979,380899,19.351,
NY State & Local ERS,2014,1,"Multiple employer, cost sharing plan",1,1,NY,83,146046000,158700000,0.92027,1,0.027,0.075,Aggregate Cost,Level Percent Open,0.527,0.07981,0.04188,0,0.07585,0,930212,493209,49.392,389288,19.892,
NY State & Local ERS,2015,1,"Multiple employer, cost sharing plan",1,1,NY,83,156648000,167064992,0.93765,1,0.027,0.075,Aggregate Cost,Level Percent Open,0.511,0.07722,0.05247,0,0.07019,0,936485,491558,49.801,396781,20.406,0.97948
NY State & Local ERS,2016,1,"Multiple employer, cost sharing plan",1,1,NY,83,162119008,172246000,0.94121,1,0.027,0.075,Aggregate Cost,Level Percent Open,0.5085,0.08086,0.05452,0,0.07517,0,950429,494411,50.536,407072,21.055,0.90685
NY State & Local ERS,2017,1,"Multiple employer, cost sharing plan",1,1,NY,83,168246000,178216000,0.944,1,0.025,0.07,Aggregate Cost,Level Percent Open,0.53894,0.08179,0.04983,0,0.07139,0,963231,496441,51.406,417499,21.706,0.94703
NY State & Local ERS,2018,1,"Multiple employer, cost sharing plan",1,1,NY,83,175430000,184504000,0.951,1,0.025,0.07,Aggregate Cost,Level Percent Open,0.55295,0.08499,0.05,0.004,0.06899,0,987327,500945,51.847,434553,22.374,0.9824
NY State & Local ERS,2019,1,"Multiple employer, cost sharing plan",1,1,NY,83,180723008,189751008,0.95242,1,0.025,0.068,Aggregate Cost,Level Percent Open,0.51709,0.09347,0.04972,0.01492,0.07458,0,996387,501037,53.226,444719,23.025,0.96267
NY State & Local ERS,2020,1,"Multiple employer, cost sharing plan",1,1,NY,83,180723008,189751008,0.95242,1,0.025,0.068,Aggregate Cost,Level Percent Open,0.48,0.105,0.051,0.016,0.08,0,997911,497659,54.958,449806,23.773,0.86392
New Mexico Educational,2001,1,"Multiple employer, cost sharing plan",2,1,NM,75,7418300,8070300,0.919,1,0.03,0.08,Entry Age Normal,Level Dollar Open,0.669,0,0,0,0,0,87146,60155,30.248,22191,15.288,
New Mexico Educational,2002,1,"Multiple employer, cost sharing plan",2,1,NM,75,7595100,8748000,0.868,1,0.03,0.08,Entry Age Normal,Level Dollar Open,0.67,0,0,0,0,0,89360,61091,32.387,23052,15.78,
New Mexico Educational,2003,1,"Multiple employer, cost sharing plan",2,1,NM,75,7518200,9266600,0.811,1,0.03,0.08,Entry Age Normal,Level Dollar Open,0.69254,0,0,0,0,0,92090,62614,32.46,24085,16.512,
New Mexico Educational,2004,1,"Multiple employer, cost sharing plan",2,1,NM,75,7488000,9927100,0.754,0.928,0.03,0.08,Entry Age Normal,Level Dollar Open,0.666,0,0,0,0.048,0,93803,62901,34.061,24947,17.04,
New Mexico Educational,2005,1,"Multiple employer, cost sharing plan",2,1,NM,75,7457500,10591800,0.704,0.813,0.03,0.08,Entry Age Normal,Level Dollar Open,0.6719,0,0,0,0.0596,0,95802,63362,34.865,26100,17.592,
New Mexico Educational,2006,1,"Multiple employer, cost sharing plan",2,1,NM,75,7813900,11436300,0.683,0.755,0.03,0.08,Entry Age Normal,Level Dollar Open,0.683,0,0,0,0.052,0,98737,61829,35.896,28539,17.664,
New Mexico Educational,2007,1,"Multiple employer, cost sharing plan",2,1,NM,75,8591417,12190081,0.705,0.703,0.03,0.08,Entry Age Normal,Level Dollar Open,0.61094,0.006,0.08199,0,0.03,0,100954,62687,37.347,29969,18.276,
New Mexico Educational,2008,1,"Multiple employer, cost sharing plan",2,1,NM,75,9272828,12966995,0.715,0.79,0.03,0.08,Entry Age Normal,Level Dollar Open,0.55,0.01,0.09,0,0.05,0,103298,63698,39.118,31192,18.792,
New Mexico Educational,2009,1,"Multiple employer, cost sharing plan",2,1,NM,75,9366271,13883273,0.675,0.862,0.03,0.08,Entry Age Normal,Level Dollar Open,0.46535,0.0198,0.07921,0.0099,0.04951,0,104774,63819,40.517,32496,19.284,
New Mexico Educational,2010,1,"Multiple employer, cost sharing plan",2,1,NM,75,9431322,14353509,0.657,0.877,0.03,0.08,Entry Age Normal,Level Dollar Open,0.44,0.03,0.11,0.01,0.05,0,106096,63295,40.695,33747,19.536,
New Mexico Educational,2011,1,"Multiple employer, cost sharing plan",2,1,NM,75,9642230,15293072,0.63,0.816,0.03,0.0775,Entry Age Normal,Level Dollar Open,0.4016,0.04196,0.12587,0.01199,0.05295,0,106463,61673,40.923,35457,20.028,
New Mexico Educational,2012,1,"Multiple employer, cost sharing plan",2,1,NM,75,9606304,15836973,0.607,0.634,0.03,0.0775,Entry Age Normal,Level Dollar Open,0.396,0.061,0.131,0.013,0.057,0,107839,60855,41.004,37336,20.574,
New Mexico Educational,2013,1,"Multiple employer, cost sharing plan",2,1,NM,75,9828548,16362279,0.601,0.62338,0.03,0.0775,Entry Age Normal,Level Percent Open,0.38362,0.06593,0.1049,0.01598,0.04895,0,110102,61177,41.141,40310,21.201,0.61886
New Mexico Educational,2014,1,"Multiple employer, cost sharing plan",2,1,NM,75,10714996,16971322,0.6314,0.75531,0.03,0.0775,Entry Age Normal,Level Percent Open,0.381,0.075,0.132,0.02,0.054,0,112532,61173,41.503,42246,21.484,0.66539
New Mexico Educational,2015,1,"Multiple employer, cost sharing plan",2,1,NM,75,11472379,18014426,0.637,0.87622,0.03,0.0775,Entry Age Normal,Level Percent Open,0.34,0.09,0.113,0.032,0.064,0,114554,60998,42.793,44043,21.832,0.63965
New Mexico Educational,2016,1,"Multiple employer, cost sharing plan",2,1,NM,75,11905959,18536428,0.642,0.85311,0.03,0.0775,Entry Age Normal,Level Percent Open,0.352,0.106,0.101,0.044,0.072,0,116073,60057,43.493,45797,21.976,0.61577
New Mexico Educational,2017,1,"Multiple employer, cost sharing plan",2,1,NM,75,12507831,19870698,0.629,0.8284,0.025,0.0725,Entry Age Normal,Level Percent Open,0.333,0.113,0.1,0.063,0.073,0,117416,59495,43.553,47340,22.28,0.52955
New Mexico Educational,2018,1,"Multiple employer, cost sharing plan",2,1,NM,75,12996625,20457996,0.635,0.71118,0.025,0.0725,Entry Age Normal,Level Percent Open,0.336,0.13,0.11,0.074,0.065,0,119898,60358,43.228,48919,22.663,0.5217
New Mexico Educational,2019,1,"Multiple employer, cost sharing plan",2,1,NM,75,13383320,21287572,0.629,0.6922,0.025,0.0725,Entry Age Normal,Level Percent Open,0.313,0.151,0.12,0.078,0.068,0,121830,60197,44.98,50197,23.053,0.64126
New Mexico Educational,2020,1,"Multiple employer, cost sharing plan",2,1,NM,75,13707345,22711576,0.604,0.76998,0.023,0.07,Entry Age Normal,Level Percent Open,0.297,0.162,0.126,0.085,0.06,0,124001,61091,48.324,51397,23.39,0.39114
New Jersey Teachers,2001,1,"Multiple employer, cost sharing plan",2,1,NJ,73,35351380,32745358,1.08,0,,0.0875,Projected Unit Credit.,Level Percent Closed,0,0,0,0,0,0,190959,135850,46.398,53892,23.804,
New Jersey Teachers,2002,1,"Multiple employer, cost sharing plan",2,1,NJ,73,35148248,35146592,1,0,,0.0875,Projected Unit Credit.,Level Percent Closed,0,0,0,0,0,0,199558,142160,47.303,56237,27.286,
New Jersey Teachers,2003,1,"Multiple employer, cost sharing plan",2,1,NJ,73,34651824,37383732,0.927,0,,0.0875,Projected Unit Credit.,Level Percent Closed,0,0,0,0,0,0,206243,145882,48.55,59331,28.396,
New Jersey Teachers,2004,1,"Multiple employer, cost sharing plan",2,1,NJ,73,34633792,40447692,0.856,0,,0.0825,Projected Unit Credit.,Level Percent Closed,0,0,0,0,0,0,212015,149097,49.912,61993,29.548,
New Jersey Teachers,2005,1,"Multiple employer, cost sharing plan",2,1,NJ,73,34789388,43967928,0.791,0,,0.0825,Projected Unit Credit.,Level Percent Closed,0,0,0,0,0,0,218221,151873,51.54,65445,30.814,
New Jersey Teachers,2006,1,"Multiple employer, cost sharing plan",2,1,NJ,73,35531296,46539868,0.763,0.08,,0.0825,Projected Unit Credit.,Level Percent Open,0.6916,0.0033,0.0037,0,0.0011,0,223355,153888,53.159,68614,32.222,
New Jersey Teachers,2007,1,"Multiple employer, cost sharing plan",2,1,NJ,73,36714580,49161248,0.747,0.491,,0.0825,Projected Unit Credit.,Level Percent Open,0.6229,0.0149,0.03,0.0064,0.0129,0,227844,155096,54.7,71997,33.719,
New Jersey Teachers,2008,1,"Multiple employer, cost sharing plan",2,1,NJ,73,36664628,51754816,0.7084,0.448,,0.0825,Projected Unit Credit.,Level Percent Open,0.5119,0.0378,0.0496,0.0129,0.0254,0,232155,156087,56.472,75413,34.841,
New Jersey Teachers,2009,1,"Multiple employer, cost sharing plan",2,1,NJ,73,34838212,54576060,0.6383,0.0599,,0.0825,Projected Unit Credit.,Level Percent Open,0.44789,0.04749,0.04271,0.01015,0.02529,0,235891,157109,57.867,78214,36.345,
New Jersey Teachers,2010,1,"Multiple employer, cost sharing plan",2,1,NJ,73,33265326,49543348,0.6714,0.0185,,0.0825,Projected Unit Credit.,Level Dollar Open,0.42066,0.06287,0.0509,0.01493,0.02844,0,237737,157023,59.885,80237,36.86,
New Jersey Teachers,2011,1,"Multiple employer, cost sharing plan",2,1,NJ,73,32289888,51406540,0.6281,0.0144,,0.0795,Projected Unit Credit.,Level Dollar Open,0.4555,0.073,0.053,0.0161,0.037,0,237447,151115,61.099,85912,38.242,
New Jersey Teachers,2012,1,"Multiple employer, cost sharing plan",2,1,NJ,73,31214186,52417752,0.593,0.1401,,0.079,Projected Unit Credit.,Level Dollar Open,0.45216,0.07828,0.07828,0.02819,0.04689,0,239900,150200,62.112,89308,38.776,
New Jersey Teachers,2013,1,"Multiple employer, cost sharing plan",2,1,NJ,73,30605974,53645476,0.5705,0.2775,,0.079,Projected Unit Credit.,Level Dollar Open,0.4693,0.0807,0.0984,0.0253,0.0505,0,243398,151318,70.754,91729,39.148,
New Jersey Teachers,2014,1,"Multiple employer, cost sharing plan",2,1,NJ,73,29044778,53749976,0.54037,0.18164,0.025,0.079,Entry Age Normal,Level Dollar Open,0.45137,0.09067,0.10667,0.02569,0.04569,0,247910,152812,68.751,94822,39.555,0.33642
New Jersey Teachers,2015,1,"Multiple employer, cost sharing plan",2,1,NJ,73,28301404,55359376,0.51123,0.23402,0.025,0.079,Projected Unit Credit.,Level Dollar Open,0.45326,0.09719,0.12249,0.0233,0.047,0,251892,153452,67.158,98230,39.875,0.28711
New Jersey Teachers,2016,1,"Multiple employer, cost sharing plan",2,1,NJ,73,27169758,57865972,0.46953,0.30041,0.025,0.0765,Projected Unit Credit.,Level Dollar Open,0.42801,0.10588,0.11518,0.0261,0.05909,0,255631,154163,67.696,101246,40.175,0.22328
New Jersey Teachers,2017,1,"Multiple employer, cost sharing plan",2,1,NJ,73,26549410,63028940,0.42123,0.39746,0.025,0.075,Projected Unit Credit.,Level Dollar Open,0.4628,0.1032,0.08,0.0265,0.0599,0,258592,154858,75.439,103528,40.421,0.25413
New Jersey Teachers,2018,1,"Multiple employer, cost sharing plan",2,1,NJ,73,26308754,60971920,0.43149,0.49949,0.025,0.075,Projected Unit Credit.,Level Dollar Open,0.479,0.1114,0.0637,0.0311,0.0615,0,260418,155496,76.693,104703,41.025,0.26488
New Jersey Teachers,2019,1,"Multiple employer, cost sharing plan",2,1,NJ,73,26375430,65470848,0.4029,0.6203,0.025,0.073,Projected Unit Credit.,Level Dollar Closed,0.47463,0.10934,0.05851,0.02761,0.0615,0,262886,156066,78.011,106388,41.276,0.26951
New Jersey Teachers,2020,1,"Multiple employer, cost sharing plan",2,1,NJ,73,26582892,66877320,0.3975,0.69101,0.025,0.073,Projected Unit Credit.,Level Dollar Closed,0.4562,0.1105,0.0749,0.022,0.0626,0,264699,156402,79.693,107890,41.509,0.24598
NY State & Local Police & Fire,2001,1,"Multiple employer, cost sharing plan",3,1,NY,84,18408510,13882738,1.326,1,0.035,0.08,Aggregate cost,Level Percent Open,0.54719,0.0613,0.02563,0,0.04702,0,58433,32220,65.694,24931,24.281,
NY State & Local Police & Fire,2002,1,"Multiple employer, cost sharing plan",3,1,NY,84,19220166,14887813,1.291,1,0.035,0.08,Aggregate cost,Level Percent Open,0.60121,0.05829,0,0,0.04447,0,59249,32321,70.836,25607,25.68,
NY State & Local Police & Fire,2003,1,"Multiple employer, cost sharing plan",3,1,NY,84,16225707,15707364,1.033,1,0.03,0.08,Aggregate cost,Level Percent Open,0.53973,0.06691,0,0,0.04965,0,60048,32419,72.76,26256,27.193,
